timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/05/04 18:40:29.946, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:30.947, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:30.948, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:30.951, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:30.953, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:30.955, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:31.957, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:31.959, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:31.963, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:31.964, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:31.965, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:32.966, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:32.969, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:32.971, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:32.974, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:32.976, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:33.978, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:33.980, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:33.984, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:33.985, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:33.986, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:34.987, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:34.989, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:34.992, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:34.995, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:34.997, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:35.999, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:36.001, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:36.005, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:36.006, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:36.007, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:37.008, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:37.011, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:37.013, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:37.015, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:37.017, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:38.020, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:38.021, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:38.025, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:38.027, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:38.027, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:39.029, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:39.031, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:39.033, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:39.036, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:39.037, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:40.040, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:40.042, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:40.045, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:40.047, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:40.047, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:41.049, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:41.051, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:41.053, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:41.055, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:41.057, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:42.060, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:42.061, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:42.065, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:42.066, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:42.067, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:43.068, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:43.077, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:43.079, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:43.082, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:43.083, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:44.085, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:44.086, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:44.090, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:44.092, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:44.092, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:45.094, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:45.095, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:45.097, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:45.098, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:45.099, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:46.100, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:46.102, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:46.106, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:46.108, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:46.108, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:47.110, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:47.111, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:47.113, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:47.114, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:47.115, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:48.117, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:48.118, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:48.123, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:48.124, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:48.125, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:49.126, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:49.128, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:49.129, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:49.131, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:49.131, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:50.133, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:50.134, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:50.136, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:50.137, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:50.138, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:51.139, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:51.141, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:51.142, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:51.143, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:51.144, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:52.145, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:52.147, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:52.150, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:52.152, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:52.152, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:53.154, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:53.155, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:53.156, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:53.158, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:53.158, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:54.160, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:54.161, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:54.165, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:54.166, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:54.167, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:55.168, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:55.170, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:55.171, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:55.173, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:55.173, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:56.175, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:56.178, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:56.179, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:56.181, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:56.181, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:57.184, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:57.185, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:57.187, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:57.188, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:57.189, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:58.190, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:58.192, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:58.194, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:58.197, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:58.198, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:40:59.201, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:59.203, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:59.204, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:40:59.205, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:40:59.206, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:00.208, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:00.209, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:00.210, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:00.212, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:00.214, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:01.216, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:01.218, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:01.220, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:01.221, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:01.222, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:02.224, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:02.225, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:02.227, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:02.228, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:02.230, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:03.233, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:03.234, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:03.236, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:03.237, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:03.238, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:04.239, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:04.242, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:04.244, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:04.247, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:04.248, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:05.251, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:05.252, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:05.254, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:05.255, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:05.256, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:06.257, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:06.259, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:06.261, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:06.264, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:06.265, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:07.268, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:07.269, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:07.271, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:07.272, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:07.273, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:08.274, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:08.276, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:08.279, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:08.281, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:08.283, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:09.286, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:09.287, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:09.289, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:09.291, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:09.291, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:10.293, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:10.295, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:10.298, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:10.300, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:10.302, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:11.306, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:11.307, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:11.309, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:11.310, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:11.311, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:12.312, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:12.314, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:12.315, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:12.318, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:12.320, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:13.323, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:13.324, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:13.326, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:13.327, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:13.328, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:14.329, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:14.332, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:14.335, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:14.337, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:14.339, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:15.341, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:15.343, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:15.344, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:15.346, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:15.346, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:16.348, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:16.349, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:16.350, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:16.352, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:16.352, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:17.354, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:17.356, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:17.357, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:17.359, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:17.359, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:18.361, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:18.363, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:18.364, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:18.365, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:18.366, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:19.367, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:19.369, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:19.370, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:19.372, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:19.372, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:20.374, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:20.375, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:20.377, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:20.379, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:20.380, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:21.381, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:21.382, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:21.384, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:21.386, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:21.386, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:22.390, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:22.391, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:22.393, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:22.395, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:22.395, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:23.398, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:23.400, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:23.402, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:23.403, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:23.404, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:24.407, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:24.408, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:24.410, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:24.411, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:24.412, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:25.413, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:25.414, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:25.417, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:25.418, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:25.419, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:26.420, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:26.422, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:26.423, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:26.425, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:26.425, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:27.427, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:27.428, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:27.430, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:27.431, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:27.432, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:28.433, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:28.435, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:28.437, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:28.438, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:28.439, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:29.440, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:29.442, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:29.443, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:29.445, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:29.445, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:30.447, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:30.448, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:30.450, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:30.451, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:30.452, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:31.453, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:31.455, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:31.456, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:31.458, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:31.458, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:32.459, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:32.461, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:32.462, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:32.464, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:32.465, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:33.467, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:33.468, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:33.470, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:33.471, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:33.472, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:34.473, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:34.475, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:34.476, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:34.477, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:34.478, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:35.480, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:35.481, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:35.482, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:35.484, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:35.485, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:36.486, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:36.487, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:36.489, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:36.490, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:36.491, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:37.492, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:37.497, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:37.499, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:37.501, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:37.502, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:38.503, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:38.507, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:38.508, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:38.510, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:38.510, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:39.512, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:39.514, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:39.515, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:41:39.516, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:41:39.517, 0 %, 0 %, 73083 MiB, 81920 MiB
2026/05/04 18:41:40.518, 0 %, 0 %, 13 MiB, 81920 MiB
