timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/05/04 18:16:03.010, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:03.011, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:04.013, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:04.015, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:04.016, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:04.017, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:04.018, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:05.020, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:05.022, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:05.025, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:05.028, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:05.030, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:06.032, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:06.034, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:06.035, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:06.037, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:06.037, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:07.039, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:07.040, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:07.042, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:07.043, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:07.044, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:08.045, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:08.047, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:08.049, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:08.050, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:08.051, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:09.052, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:09.054, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:09.055, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:09.057, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:09.057, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:10.058, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:10.060, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:10.061, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:10.063, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:10.063, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:11.065, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:11.066, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:11.068, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:11.069, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:11.070, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:12.071, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:12.072, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:12.074, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:12.075, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:12.076, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:13.078, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:13.079, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:13.081, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:13.082, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:13.083, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:14.084, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:14.086, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:14.087, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:14.089, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:14.089, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:15.091, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:15.092, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:15.094, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:15.095, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:15.096, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:16.097, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:16.099, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:16.100, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:16.101, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:16.102, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:17.103, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:17.107, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:17.109, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:17.110, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:17.111, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:18.112, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:18.116, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:18.117, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:18.119, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:18.120, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:19.121, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:19.125, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:19.126, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:19.128, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:19.129, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:20.130, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:20.134, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:20.136, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:20.137, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:20.138, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:21.139, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:21.143, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:21.145, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:21.146, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:21.147, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:22.148, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:22.152, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:22.154, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:22.155, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:22.156, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:23.157, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:23.161, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:23.163, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:23.164, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:23.165, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:24.166, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:24.170, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:24.172, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:24.173, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:24.174, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:25.175, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:25.179, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:25.181, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:25.182, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:25.183, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:26.184, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:26.189, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:26.190, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:26.192, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:26.192, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:27.194, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:27.198, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:27.199, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:27.201, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:27.201, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:28.203, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:28.207, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:28.208, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:28.210, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:28.210, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:29.212, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:29.216, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:29.217, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:29.219, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:29.219, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:30.221, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:30.225, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:30.227, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:30.228, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:30.229, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:31.231, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:31.234, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:31.236, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:31.238, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:31.239, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:32.240, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:32.244, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:32.245, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:32.247, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:32.248, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:33.249, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:33.253, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:33.255, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:33.256, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:33.257, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:34.258, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:34.262, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:34.264, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:34.265, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:34.266, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:35.268, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:35.271, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:35.273, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:35.274, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:35.275, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:36.277, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:36.281, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:36.282, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:36.284, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:36.285, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:37.286, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:37.290, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:37.292, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:37.293, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:37.294, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:38.295, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:38.300, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:38.301, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:38.302, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:38.303, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:39.304, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:39.309, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:39.310, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:39.312, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:39.312, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:40.314, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:40.318, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:40.319, 0 %, 0 %, 13 MiB, 81920 MiB
2026/05/04 18:16:40.321, 0 %, 0 %, 6 MiB, 4096 MiB
2026/05/04 18:16:40.321, 0 %, 0 %, 13 MiB, 81920 MiB
